send   position_data-->[2018-07-13 16:49:22]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:49:22]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:49:27]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:334.500°,高度:12.300km
receive position_data-->[2018-07-13 16:49:27]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:334.500°,高度:12.300km
send   position_data-->[2018-07-13 16:49:38]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:334.500°,高度:12.300km
receive position_data-->[2018-07-13 16:49:38]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:334.500°,高度:12.300km
send   position_data-->[2018-07-13 16:50:11]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:334.500°,高度:12.300km
receive position_data-->[2018-07-13 16:50:11]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:334.500°,高度:12.300km
send   position_data-->[2018-07-13 16:50:11]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:334.500°,高度:12.300km
receive position_data-->[2018-07-13 16:50:11]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:334.500°,高度:12.300km
send   position_data-->[2018-07-13 16:50:11]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:334.500°,高度:12.300km
